job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avg_salary
1077,Green Group,E-commerce,AI Researcher,"SQL, Excel, Flask, NumPy, FastAPI",Entry,Contract,"Port Yvetteland, LK",92512-136705,2023-12-12,Mid,"TensorFlow, PyTorch",92512.0,136705.0,114608.5
1078,"Wilson, Wilson and Austin",Finance,Data Analyst,"GCP, SQL, Keras, AWS, Python",Mid,Remote,"Mistyfurt, KP",96374-117586,2024-06-18,Large,"TensorFlow, FastAPI",96374.0,117586.0,106980.0
1079,Williams-Thomas,Retail,NLP Engineer,"Flask, AWS, Reinforcement Learning, LangChain, FastAPI",Mid,Internship,"North Patricia, YE",72840-136135,2025-05-28,Large,PyTorch,72840.0,136135.0,104487.5
1080,"Thompson, Gibson and Simmons",Retail,NLP Engineer,"Python, AWS, MLflow, C++, R",Mid,Remote,"Gutierreztown, TJ",107564-192348,2025-09-01,Mid,FastAPI,107564.0,192348.0,149956.0
1081,"Bush, Dennis and Burke",Automotive,AI Product Manager,"Python, MLflow, LangChain, GCP, PyTorch, Keras",Entry,Full-time,"Benitezfurt, ST",101793-153283,2024-07-14,Startup,"PyTorch, Scikit-learn, BigQuery",101793.0,153283.0,127538.0
1082,Anderson and Sons,Retail,Data Analyst,"AWS, Excel, Keras, Power BI, CUDA, Flask",Senior,Remote,"Griffintown, KP",111604-157715,2025-03-25,Startup,"BigQuery, MLflow",111604.0,157715.0,134659.5
1083,"Russell, Wood and Robertson",E-commerce,Quant Researcher,"Python, Excel, FastAPI, GCP, C++, PyTorch",Senior,Remote,"Gonzalezstad, VN",124909-142566,2025-09-01,Mid,"MLflow, LangChain, BigQuery",124909.0,142566.0,133737.5
1084,Johnson LLC,Tech,Data Scientist,"GCP, Azure, CUDA, AWS, PyTorch",Senior,Contract,"South Christopher, FJ",142140-231014,2024-02-15,Startup,"TensorFlow, MLflow, Scikit-learn",142140.0,231014.0,186577.0
1085,Kaufman LLC,Tech,ML Engineer,"AWS, Excel, SQL, Scikit-learn",Senior,Full-time,"Port Ianfurt, LR",74360-154591,2023-12-24,Startup,"Scikit-learn, KDB+, PyTorch",74360.0,154591.0,114475.5
1086,Murphy LLC,Healthcare,Data Analyst,"Keras, TensorFlow, MLflow, NumPy, Pandas, Scikit-learn",Senior,Contract,"Whitefort, NI",142266-205665,2024-04-06,Large,"LangChain, FastAPI, PyTorch",142266.0,205665.0,173965.5
1087,Matthews-Collins,E-commerce,NLP Engineer,"Flask, Pandas, GCP",Senior,Full-time,"Jonesville, TO",85449-173276,2025-01-24,Mid,"LangChain, PyTorch",85449.0,173276.0,129362.5
1088,Rivas PLC,Retail,AI Product Manager,"CUDA, SQL, Azure, MLflow, Python, GCP",Mid,Contract,"South Timothystad, CH",72838-82839,2023-09-26,Startup,KDB+,72838.0,82839.0,77838.5
1089,Alvarez PLC,Automotive,Computer Vision Engineer,"Azure, Flask, PyTorch, C++, GCP, Pandas",Entry,Remote,"North Connorfurt, PA",58883-94087,2024-01-13,Mid,"KDB+, TensorFlow",58883.0,94087.0,76485.0
1090,Best Inc,E-commerce,Data Analyst,"FastAPI, Excel, AWS, TensorFlow",Entry,Internship,"Lake Melanie, VU",137871-236301,2024-07-19,Mid,PyTorch,137871.0,236301.0,187086.0
1091,"Ochoa, Davidson and Thomas",Education,Quant Researcher,"Azure, Keras, C++, LangChain",Senior,Remote,"Coryton, WS",72807-148336,2025-03-11,Large,"TensorFlow, BigQuery",72807.0,148336.0,110571.5
1092,"Reilly, Barajas and Hughes",Finance,AI Product Manager,"CUDA, Excel, FastAPI, MLflow, Azure, Power BI",Senior,Full-time,"South Kathleen, MV",121770-181258,2024-02-23,Startup,"FastAPI, BigQuery",121770.0,181258.0,151514.0
1093,"Dixon, Wright and Smith",Education,Data Analyst,"MLflow, SQL, Pandas",Entry,Internship,"Markfort, NO",59736-141312,2025-09-10,Large,"BigQuery, KDB+",59736.0,141312.0,100524.0
1094,"Sawyer, Hall and Lowe",Automotive,Data Analyst,"CUDA, NumPy, Keras",Mid,Internship,"Nancyberg, AF",54563-120250,2023-12-28,Large,"TensorFlow, MLflow, PyTorch",54563.0,120250.0,87406.5
1095,"Donaldson, Espinoza and Mills",Tech,AI Product Manager,"C++, Reinforcement Learning, Flask, AWS, Scikit-learn, NumPy",Senior,Full-time,"Matthewsberg, DO",59528-141804,2024-12-11,Mid,FastAPI,59528.0,141804.0,100666.0
1096,Davis-Moore,Retail,Computer Vision Engineer,"PyTorch, Python, FastAPI, Azure, LangChain",Senior,Full-time,"North Jessica, VC",135458-162633,2025-09-19,Mid,"FastAPI, KDB+, TensorFlow",135458.0,162633.0,149045.5
1097,Clark PLC,Retail,NLP Engineer,"GCP, Scikit-learn, CUDA, R, AWS, Pandas",Mid,Internship,"New Austin, BZ",120849-175578,2025-03-20,Startup,TensorFlow,120849.0,175578.0,148213.5
1098,Lynch-Coffey,Automotive,ML Engineer,"Azure, R, Hugging Face, SQL, MLflow, Flask",Entry,Internship,"Deborahton, CV",114398-162569,2023-10-11,Large,"TensorFlow, LangChain",114398.0,162569.0,138483.5
1099,Archer Ltd,Tech,AI Product Manager,"Keras, Azure, C++, Reinforcement Learning, Hugging Face",Entry,Remote,"Allisonview, ET",102033-129786,2024-09-16,Mid,Scikit-learn,102033.0,129786.0,115909.5
1100,"Estrada, Perry and Jackson",E-commerce,AI Product Manager,"NumPy, Hugging Face, CUDA, Flask",Mid,Internship,"Eatonmouth, PW",109096-152219,2023-10-13,Startup,"TensorFlow, BigQuery",109096.0,152219.0,130657.5
1101,Shelton-Ellison,Healthcare,NLP Engineer,"FastAPI, C++, R, Scikit-learn, GCP, Flask",Mid,Internship,"Davistown, NA",42116-124383,2024-06-21,Large,"PyTorch, FastAPI, MLflow",42116.0,124383.0,83249.5
1102,Montgomery Inc,Finance,Data Scientist,"Power BI, R, Python, C++, SQL",Entry,Internship,"Danielside, SZ",101352-179549,2024-07-25,Large,KDB+,101352.0,179549.0,140450.5
1103,"Rios, Evans and Foster",Retail,AI Researcher,"R, Python, Reinforcement Learning",Senior,Full-time,"Hernandezland, ZA",66107-154510,2024-11-21,Large,"FastAPI, PyTorch",66107.0,154510.0,110308.5
1104,"Garcia, Lopez and Santiago",Finance,NLP Engineer,"LangChain, Azure, PyTorch, FastAPI",Senior,Remote,"New Jared, BB",47058-61355,2024-12-03,Mid,Scikit-learn,47058.0,61355.0,54206.5
1105,Bell Group,Finance,AI Researcher,"Hugging Face, GCP, FastAPI",Entry,Full-time,"Nicholaschester, KE",134451-175964,2023-11-11,Startup,LangChain,134451.0,175964.0,155207.5
1106,Stevens-Foster,Tech,Data Analyst,"Power BI, Python, Pandas, AWS",Entry,Full-time,"Blairside, GH",65526-112033,2024-03-13,Startup,"Scikit-learn, PyTorch, BigQuery",65526.0,112033.0,88779.5
1107,Sawyer PLC,E-commerce,NLP Engineer,"Hugging Face, Azure, SQL",Mid,Internship,"Bryceport, AO",98233-144034,2025-01-17,Large,"MLflow, BigQuery, PyTorch",98233.0,144034.0,121133.5
1108,Hurley-Scott,Healthcare,Quant Researcher,"R, CUDA, Reinforcement Learning",Senior,Internship,"West Christian, SO",63107-93304,2024-07-24,Startup,"TensorFlow, BigQuery, MLflow",63107.0,93304.0,78205.5
1109,Black-Bennett,Tech,Quant Researcher,"Reinforcement Learning, Hugging Face, CUDA, MLflow, AWS, PyTorch",Mid,Contract,"Lake Toddmouth, IN",111226-163698,2024-09-13,Mid,"LangChain, TensorFlow, KDB+",111226.0,163698.0,137462.0
1110,Perez Group,Tech,AI Product Manager,"Scikit-learn, Pandas, FastAPI, AWS, Python",Mid,Contract,"South Erikchester, GA",75074-155545,2023-11-11,Large,"FastAPI, LangChain",75074.0,155545.0,115309.5
1111,"Saunders, Bradford and Sharp",E-commerce,Quant Researcher,"Pandas, Excel, Flask, LangChain, Scikit-learn, TensorFlow",Mid,Full-time,"Port Meganstad, GW",80973-145159,2023-10-03,Large,"KDB+, LangChain, PyTorch",80973.0,145159.0,113066.0
1112,Hudson-Gordon,Education,Quant Researcher,"FastAPI, SQL, Scikit-learn",Mid,Contract,"Port Erikaburgh, PG",93507-119377,2024-04-27,Startup,LangChain,93507.0,119377.0,106442.0
1113,"Nelson, Maddox and Klein",Finance,ML Engineer,"Flask, MLflow, Scikit-learn",Senior,Internship,"Philipmouth, GQ",50076-79334,2024-10-21,Large,"Scikit-learn, FastAPI",50076.0,79334.0,64705.0
1114,"Clark, Price and Dickson",Automotive,Data Scientist,"C++, Keras, Pandas",Entry,Contract,"Lake Misty, MZ",134300-219809,2025-04-06,Mid,"Scikit-learn, FastAPI, TensorFlow",134300.0,219809.0,177054.5
1115,Gonzalez PLC,Tech,NLP Engineer,"Keras, Azure, C++",Entry,Internship,"Campbellmouth, IN",97395-189060,2024-12-23,Large,"FastAPI, LangChain",97395.0,189060.0,143227.5
1116,Pierce Inc,Automotive,NLP Engineer,"C++, CUDA, Power BI, TensorFlow",Senior,Internship,"Collierchester, PH",144238-220052,2024-01-14,Mid,"Scikit-learn, TensorFlow",144238.0,220052.0,182145.0
1117,"House, Bond and Myers",E-commerce,Data Scientist,"R, C++, SQL, GCP, MLflow, TensorFlow",Mid,Contract,"West Cathy, PG",149741-230920,2024-07-04,Large,"LangChain, MLflow, TensorFlow",149741.0,230920.0,190330.5
1118,Johns Inc,Retail,AI Researcher,"LangChain, Reinforcement Learning, Flask",Senior,Contract,"Rodriguezstad, GN",106079-137034,2023-12-08,Mid,"KDB+, TensorFlow, FastAPI",106079.0,137034.0,121556.5
1119,"Matthews, Mcdowell and Reynolds",Automotive,Computer Vision Engineer,"Reinforcement Learning, Excel, Power BI, Hugging Face",Senior,Remote,"Port Jeffstad, MD",98445-165573,2024-11-27,Startup,"TensorFlow, Scikit-learn",98445.0,165573.0,132009.0
1120,Navarro-Costa,Retail,ML Engineer,"C++, TensorFlow, FastAPI, AWS, Reinforcement Learning",Senior,Contract,"Lawrenceton, BG",43140-88722,2024-09-17,Startup,"KDB+, PyTorch",43140.0,88722.0,65931.0
1121,Morris Inc,Education,AI Product Manager,"Scikit-learn, LangChain, MLflow, Flask",Mid,Remote,"Zunigaside, DM",52046-121333,2024-01-29,Large,"KDB+, LangChain, Scikit-learn",52046.0,121333.0,86689.5
1122,"Miller, Pena and Spencer",E-commerce,AI Product Manager,"Keras, FastAPI, Scikit-learn, R, Hugging Face, PyTorch",Entry,Remote,"East Timothy, BF",99858-123912,2025-01-27,Startup,"MLflow, PyTorch",99858.0,123912.0,111885.0
1123,"Davis, Sosa and Greene",Finance,Quant Researcher,"Keras, Pandas, R, Excel, SQL",Mid,Contract,"North Kristafort, CV",88347-162648,2024-04-22,Mid,"MLflow, PyTorch, BigQuery",88347.0,162648.0,125497.5
1124,"Klein, Jordan and Lang",E-commerce,NLP Engineer,"AWS, GCP, Azure",Entry,Remote,"Scottport, SZ",111367-142733,2024-12-11,Large,"TensorFlow, MLflow, LangChain",111367.0,142733.0,127050.0
1125,"Valdez, Nguyen and Espinoza",Healthcare,Data Analyst,"Power BI, R, LangChain, C++",Entry,Full-time,"Andreatown, SR",78429-144042,2025-08-04,Mid,"BigQuery, KDB+",78429.0,144042.0,111235.5
1126,Patterson-Salazar,Education,Computer Vision Engineer,"C++, Hugging Face, Flask",Senior,Remote,"Port Nicholas, KW",134633-217031,2025-02-27,Large,"PyTorch, BigQuery",134633.0,217031.0,175832.0
1127,"Thomas, Greene and Munoz",Retail,ML Engineer,"CUDA, FastAPI, Power BI",Senior,Internship,"Lake Jaime, VA",112953-211579,2024-10-17,Mid,"FastAPI, LangChain",112953.0,211579.0,162266.0
1128,Torres Ltd,Education,NLP Engineer,"Flask, GCP, C++",Mid,Contract,"Grahambury, BR",144779-159980,2023-12-14,Mid,FastAPI,144779.0,159980.0,152379.5
1129,"Young, Peterson and Wood",Finance,Data Scientist,"Flask, Pandas, PyTorch, Excel",Entry,Contract,"New Masonton, KI",117277-164138,2025-09-05,Mid,"FastAPI, TensorFlow",117277.0,164138.0,140707.5
1130,Reilly PLC,Retail,NLP Engineer,"Reinforcement Learning, LangChain, Excel, Pandas, Python, Flask",Mid,Internship,"Cabrerafort, GW",53255-64684,2025-09-16,Mid,"TensorFlow, PyTorch",53255.0,64684.0,58969.5
1131,Woods-Kelly,Retail,Data Scientist,"C++, Python, R, Excel",Entry,Internship,"Millerborough, AL",113739-165657,2024-06-05,Startup,KDB+,113739.0,165657.0,139698.0
1132,Moss-Jackson,Retail,Computer Vision Engineer,"LangChain, Pandas, TensorFlow, CUDA",Mid,Remote,"Christopherton, TM",64726-112277,2024-10-24,Mid,"LangChain, KDB+",64726.0,112277.0,88501.5
1133,Johnson and Sons,Education,NLP Engineer,"MLflow, Flask, AWS",Entry,Contract,"Joneschester, LK",47268-62862,2023-11-23,Startup,"PyTorch, MLflow, TensorFlow",47268.0,62862.0,55065.0
1134,Green Group,Automotive,Computer Vision Engineer,"SQL, AWS, Power BI, NumPy, Reinforcement Learning",Senior,Internship,"Ramostown, BI",119846-164604,2025-06-19,Startup,FastAPI,119846.0,164604.0,142225.0
1135,Evans LLC,Automotive,AI Product Manager,"Pandas, SQL, Power BI, Python, Reinforcement Learning",Senior,Internship,"Port Kelsey, KI",66099-141841,2023-11-05,Mid,"PyTorch, TensorFlow, Scikit-learn",66099.0,141841.0,103970.0
1136,Chambers PLC,Tech,AI Product Manager,"NumPy, Power BI, LangChain, GCP, Python",Mid,Contract,"Johnberg, VC",72050-137819,2024-03-31,Mid,"PyTorch, MLflow, BigQuery",72050.0,137819.0,104934.5
1137,Conner-Young,Education,AI Product Manager,"Azure, Python, FastAPI",Entry,Remote,"Port Amandaburgh, GA",90239-170922,2025-03-24,Startup,BigQuery,90239.0,170922.0,130580.5
1138,Morris LLC,Automotive,Data Analyst,"Scikit-learn, LangChain, Hugging Face, SQL, Azure, MLflow",Senior,Remote,"East Barrybury, GA",94397-178121,2024-08-02,Large,"LangChain, FastAPI, KDB+",94397.0,178121.0,136259.0
1139,Hawkins-Valdez,Finance,ML Engineer,"CUDA, SQL, NumPy, Python, Flask",Senior,Internship,"Roseton, VE",110310-161110,2024-07-18,Startup,FastAPI,110310.0,161110.0,135710.0
1140,Vance-Mcdowell,Finance,NLP Engineer,"LangChain, CUDA, Excel, Flask",Entry,Internship,"Port Jessica, SG",55784-143211,2024-05-12,Mid,"MLflow, FastAPI",55784.0,143211.0,99497.5
1141,Wright LLC,Finance,Quant Researcher,"AWS, Flask, MLflow, FastAPI, Azure",Senior,Remote,"Sandrastad, IE",149975-199905,2024-04-11,Large,"LangChain, KDB+",149975.0,199905.0,174940.0
1142,Silva LLC,Automotive,Data Analyst,"CUDA, Hugging Face, SQL, GCP, C++, Python",Mid,Internship,"Lewisburgh, BF",82338-95759,2025-08-17,Mid,"PyTorch, BigQuery",82338.0,95759.0,89048.5
1143,"Sanders, Rodriguez and Meyers",Finance,Quant Researcher,"SQL, LangChain, Hugging Face, R",Mid,Remote,"Port Kathyton, GQ",76484-111575,2024-11-28,Large,FastAPI,76484.0,111575.0,94029.5
1144,Allen Group,E-commerce,NLP Engineer,"TensorFlow, NumPy, GCP, Power BI, FastAPI",Entry,Internship,"Williamsville, MG",147639-215331,2024-09-22,Startup,PyTorch,147639.0,215331.0,181485.0
1145,Webb LLC,Education,ML Engineer,"C++, Hugging Face, Excel, GCP, TensorFlow, FastAPI",Mid,Contract,"Sylviaport, BS",63255-108370,2024-10-10,Mid,"KDB+, MLflow",63255.0,108370.0,85812.5
1146,Harris-Brown,E-commerce,ML Engineer,"FastAPI, Azure, MLflow, PyTorch, Excel",Entry,Remote,"East Kimberlyview, ME",129625-193613,2025-07-24,Startup,PyTorch,129625.0,193613.0,161619.0
1147,Stewart-White,Retail,Data Scientist,"Azure, MLflow, Hugging Face, GCP, Keras",Entry,Remote,"West Amber, HU",136317-195529,2025-07-25,Large,"Scikit-learn, PyTorch, LangChain",136317.0,195529.0,165923.0
1148,"Roberts, Ford and Davis",Retail,AI Product Manager,"Power BI, MLflow, SQL, AWS",Mid,Full-time,"Hannahfort, LS",148403-180220,2024-06-30,Mid,"KDB+, LangChain, BigQuery",148403.0,180220.0,164311.5
1149,"Garcia, Blake and Gardner",Healthcare,Data Analyst,"NumPy, R, Excel, Scikit-learn, Flask, LangChain",Senior,Full-time,"North Cassandraborough, FJ",142640-167377,2024-04-17,Large,KDB+,142640.0,167377.0,155008.5
1150,Brown-Fisher,Automotive,ML Engineer,"C++, Excel, TensorFlow, PyTorch",Entry,Internship,"Lake Ruthport, JM",143807-217646,2025-02-24,Startup,FastAPI,143807.0,217646.0,180726.5
1151,Hayes PLC,Finance,Computer Vision Engineer,"Pandas, C++, Power BI, Hugging Face, Excel",Entry,Internship,"South Michael, GE",83586-94806,2024-07-01,Mid,"KDB+, PyTorch, BigQuery",83586.0,94806.0,89196.0
1152,"Mccoy, Barnes and Mercado",Automotive,NLP Engineer,"Pandas, Scikit-learn, NumPy",Senior,Full-time,"New Richardburgh, PS",147570-214641,2025-03-25,Startup,FastAPI,147570.0,214641.0,181105.5
1153,Herrera and Sons,Healthcare,ML Engineer,"MLflow, AWS, Flask, SQL, Azure",Entry,Full-time,"East Michael, AO",130398-148438,2024-10-23,Mid,"LangChain, KDB+",130398.0,148438.0,139418.0
1154,Smith-Hansen,Retail,Quant Researcher,"Excel, Reinforcement Learning, TensorFlow, SQL",Mid,Full-time,"North Michellestad, ME",126850-203760,2023-11-23,Startup,"TensorFlow, FastAPI, MLflow",126850.0,203760.0,165305.0
1155,"Goodman, Watson and Norman",Tech,AI Researcher,"PyTorch, R, Python, GCP, CUDA, C++",Senior,Internship,"Davidshire, ES",63340-150275,2024-04-10,Large,KDB+,63340.0,150275.0,106807.5
1156,Bennett PLC,Tech,Data Analyst,"Flask, LangChain, Reinforcement Learning",Senior,Internship,"West Jennifertown, NP",52424-142189,2024-08-19,Mid,"TensorFlow, LangChain",52424.0,142189.0,97306.5
1157,Brady-Jones,Education,Quant Researcher,"LangChain, GCP, Keras",Mid,Contract,"Jasonbury, HT",41157-118700,2024-02-24,Large,TensorFlow,41157.0,118700.0,79928.5
1158,Walker and Sons,Finance,AI Product Manager,"MLflow, PyTorch, SQL, TensorFlow",Mid,Contract,"New Amber, CL",134795-155851,2025-03-05,Startup,"MLflow, LangChain, FastAPI",134795.0,155851.0,145323.0
1159,Bautista LLC,Automotive,Data Scientist,"GCP, Pandas, AWS, Azure, Flask, PyTorch",Entry,Contract,"Douglasberg, FM",147660-165793,2025-05-05,Startup,"FastAPI, KDB+, MLflow",147660.0,165793.0,156726.5
1160,Church Ltd,Healthcare,ML Engineer,"GCP, Pandas, Python",Entry,Contract,"Jonathanland, FJ",68918-165624,2024-01-17,Mid,"KDB+, LangChain, MLflow",68918.0,165624.0,117271.0
1161,Smith LLC,Healthcare,ML Engineer,"SQL, Pandas, CUDA, LangChain, Excel",Senior,Full-time,"New Sandraland, ZM",80600-149326,2023-12-08,Large,"TensorFlow, MLflow",80600.0,149326.0,114963.0
1162,"Acosta, Williams and Carter",Finance,AI Researcher,"Python, R, Reinforcement Learning, Azure",Mid,Contract,"Wrightland, ZW",60613-118504,2024-01-16,Mid,"Scikit-learn, FastAPI",60613.0,118504.0,89558.5
1163,"Thornton, Pittman and Torres",Automotive,Computer Vision Engineer,"AWS, TensorFlow, CUDA, MLflow",Senior,Remote,"Bowmanton, AG",91079-126568,2025-01-14,Mid,"BigQuery, Scikit-learn",91079.0,126568.0,108823.5
1164,Palmer Group,Retail,Quant Researcher,"R, SQL, CUDA, Keras, AWS, Power BI",Mid,Contract,"Samanthahaven, CA",52422-78293,2024-02-02,Startup,"KDB+, LangChain",52422.0,78293.0,65357.5
1165,"Smith, Hancock and Bolton",Education,Data Scientist,"Pandas, NumPy, TensorFlow, SQL",Senior,Internship,"Nicholasville, KN",81248-174992,2024-05-23,Mid,"KDB+, LangChain, BigQuery",81248.0,174992.0,128120.0
1166,"Shaffer, Wright and Morgan",Automotive,AI Product Manager,"Power BI, SQL, TensorFlow",Senior,Internship,"South Richardtown, KP",67293-82384,2025-05-02,Mid,Scikit-learn,67293.0,82384.0,74838.5
1167,Proctor Inc,Tech,Data Scientist,"Excel, Scikit-learn, PyTorch, C++, GCP",Mid,Contract,"Jeffreystad, GW",78872-152783,2024-06-30,Large,KDB+,78872.0,152783.0,115827.5
1168,"Ross, Barrera and Winters",E-commerce,NLP Engineer,"LangChain, SQL, NumPy, R, Power BI",Entry,Internship,"East Seanview, GB",122910-136367,2023-10-07,Startup,"FastAPI, MLflow, Scikit-learn",122910.0,136367.0,129638.5
1169,"Hernandez, Collins and Smith",Retail,Data Scientist,"Scikit-learn, Reinforcement Learning, TensorFlow",Entry,Internship,"Lake Jessicaside, DJ",100828-139590,2025-09-19,Mid,"KDB+, LangChain",100828.0,139590.0,120209.0
1170,"Nguyen, Shaffer and Thompson",Automotive,Computer Vision Engineer,"SQL, CUDA, Reinforcement Learning, Excel",Mid,Internship,"South Danielle, TH",52943-87718,2024-03-12,Startup,"BigQuery, TensorFlow, KDB+",52943.0,87718.0,70330.5
1171,"Nguyen, Brown and Edwards",Finance,Data Scientist,"TensorFlow, MLflow, SQL, PyTorch",Mid,Full-time,"Port Victoriaburgh, PG",84079-116621,2024-04-04,Large,MLflow,84079.0,116621.0,100350.0
1172,Bartlett Group,Healthcare,Quant Researcher,"Scikit-learn, TensorFlow, Azure, CUDA",Senior,Full-time,"West Robin, PY",77131-153891,2024-08-02,Large,"KDB+, TensorFlow, Scikit-learn",77131.0,153891.0,115511.0
1173,"Moran, Ellis and Vargas",E-commerce,AI Product Manager,"Pandas, AWS, GCP, SQL, Azure, NumPy",Mid,Contract,"New Sethtown, ZW",64114-80848,2025-01-03,Mid,TensorFlow,64114.0,80848.0,72481.0
1174,"Porter, Hernandez and Hall",Tech,AI Product Manager,"MLflow, Keras, Scikit-learn, R, GCP",Mid,Full-time,"Ambertown, LV",94393-193885,2024-03-27,Startup,"KDB+, TensorFlow, FastAPI",94393.0,193885.0,144139.0
1175,Hunter and Sons,Automotive,AI Product Manager,"SQL, Scikit-learn, Reinforcement Learning, MLflow, Pandas",Senior,Full-time,"South Jasonville, RO",130255-148523,2024-11-21,Large,"MLflow, LangChain",130255.0,148523.0,139389.0
1176,Moore Ltd,Education,ML Engineer,"NumPy, GCP, SQL, CUDA, PyTorch",Mid,Internship,"Garyville, BZ",116734-214659,2024-10-28,Mid,"BigQuery, MLflow, TensorFlow",116734.0,214659.0,165696.5
1177,Diaz-Gray,Education,AI Product Manager,"Excel, GCP, C++, NumPy, Hugging Face",Senior,Full-time,"West Justinside, KI",148619-160261,2024-09-09,Mid,"PyTorch, BigQuery, Scikit-learn",148619.0,160261.0,154440.0
1178,Poole-Scott,Education,Data Analyst,"MLflow, LangChain, Excel, C++",Entry,Contract,"Kellyhaven, GQ",95762-123849,2025-07-20,Startup,"Scikit-learn, BigQuery",95762.0,123849.0,109805.5
1179,"Bishop, Finley and Duran",Healthcare,Computer Vision Engineer,"C++, CUDA, Keras, Excel",Mid,Contract,"South Meganfort, CZ",144929-213298,2025-05-03,Mid,"PyTorch, LangChain, MLflow",144929.0,213298.0,179113.5
1180,Rivera Group,Healthcare,AI Product Manager,"CUDA, Pandas, MLflow, Azure, Flask",Entry,Full-time,"Port Jennifer, CF",64077-123461,2023-12-20,Mid,"MLflow, FastAPI, Scikit-learn",64077.0,123461.0,93769.0
1181,Blanchard LLC,E-commerce,Data Scientist,"LangChain, Python, Excel, C++, FastAPI",Entry,Contract,"North Robertberg, CL",84270-128757,2025-03-17,Startup,"LangChain, KDB+",84270.0,128757.0,106513.5
1182,"Herman, Rivera and Gonzalez",Retail,Data Analyst,"AWS, Reinforcement Learning, Azure, Python, TensorFlow",Mid,Remote,"East Jessica, PG",134675-230472,2025-02-03,Mid,"Scikit-learn, LangChain, BigQuery",134675.0,230472.0,182573.5
1183,"Mcmillan, Jensen and Olson",Tech,AI Product Manager,"Reinforcement Learning, Keras, R, MLflow, Power BI, Flask",Mid,Full-time,"Rachelmouth, EG",60301-147093,2025-01-09,Startup,LangChain,60301.0,147093.0,103697.0
1184,"Mcbride, Davenport and Kidd",Tech,Data Scientist,"Keras, NumPy, GCP",Senior,Full-time,"Port Leahland, GQ",80142-137381,2025-02-09,Mid,"LangChain, Scikit-learn",80142.0,137381.0,108761.5
1185,"Lane, Diaz and Khan",Automotive,AI Researcher,"AWS, Flask, SQL, Keras, Excel",Entry,Contract,"Melaniemouth, RS",139587-157245,2024-08-30,Startup,"MLflow, PyTorch",139587.0,157245.0,148416.0
1186,Taylor LLC,Tech,AI Researcher,"TensorFlow, Reinforcement Learning, C++, Power BI, LangChain",Entry,Full-time,"Lopezfurt, AD",132458-195780,2025-08-01,Large,"TensorFlow, LangChain",132458.0,195780.0,164119.0
1187,"Moss, Simmons and Elliott",Finance,ML Engineer,"Power BI, Azure, Hugging Face, Python, C++, R",Entry,Contract,"Matthewville, US",44138-83858,2025-08-30,Large,"LangChain, TensorFlow, MLflow",44138.0,83858.0,63998.0
1188,"Crane, Robles and Arias",Automotive,ML Engineer,"TensorFlow, Reinforcement Learning, SQL, NumPy, Python",Entry,Contract,"New Michaelmouth, KR",85552-135909,2024-06-01,Mid,"FastAPI, TensorFlow",85552.0,135909.0,110730.5
1189,Martinez-Fuller,Finance,Data Scientist,"Scikit-learn, GCP, NumPy, Flask, Excel, AWS",Entry,Remote,"Ruizbury, NZ",78016-138883,2024-03-23,Startup,"FastAPI, Scikit-learn",78016.0,138883.0,108449.5
1190,Wood-Johnson,Finance,AI Researcher,"AWS, NumPy, LangChain, Scikit-learn, FastAPI",Senior,Remote,"Gailland, SK",132214-163110,2023-10-03,Mid,"TensorFlow, Scikit-learn, PyTorch",132214.0,163110.0,147662.0
1191,Martin Group,Retail,ML Engineer,"CUDA, Power BI, LangChain, Scikit-learn",Senior,Full-time,"Lake Nicole, GT",139424-155189,2024-04-30,Large,"BigQuery, MLflow",139424.0,155189.0,147306.5
1192,"Morrison, Wallace and Wade",Retail,AI Researcher,"PyTorch, Power BI, Pandas, Scikit-learn",Mid,Internship,"East Cheryl, PG",77201-136368,2023-12-21,Startup,"MLflow, LangChain, Scikit-learn",77201.0,136368.0,106784.5
1193,"Villa, Hall and Bishop",Automotive,Data Analyst,"LangChain, Power BI, AWS, TensorFlow",Mid,Contract,"New Garytown, FI",53641-106882,2024-10-21,Startup,MLflow,53641.0,106882.0,80261.5
1194,Kennedy-Davis,E-commerce,Data Scientist,"Keras, Python, Power BI, GCP",Senior,Contract,"East Jessicaport, CG",54875-88396,2025-02-02,Mid,"BigQuery, FastAPI, PyTorch",54875.0,88396.0,71635.5
1195,Anderson Group,E-commerce,Data Scientist,"LangChain, Pandas, Scikit-learn, MLflow, C++",Mid,Contract,"Turnerville, AO",71896-133164,2024-01-27,Mid,PyTorch,71896.0,133164.0,102530.0
1196,"Price, Moore and Kidd",E-commerce,Computer Vision Engineer,"FastAPI, Excel, Scikit-learn, Pandas, PyTorch, Hugging Face",Entry,Full-time,"Rachelview, KH",54199-121277,2024-02-09,Startup,"TensorFlow, BigQuery, MLflow",54199.0,121277.0,87738.0
1197,Carroll Group,Automotive,NLP Engineer,"C++, AWS, NumPy, SQL",Mid,Remote,"West Monica, TT",58539-140291,2025-05-19,Startup,KDB+,58539.0,140291.0,99415.0
1198,Woods-French,Healthcare,AI Researcher,"TensorFlow, Python, Reinforcement Learning",Mid,Internship,"South Meagan, GQ",81361-133784,2023-12-31,Startup,"PyTorch, Scikit-learn, KDB+",81361.0,133784.0,107572.5
